THEATER,ECHELON,POSTURE,LIN,DODIC,RATE
S,A,U,D30897,K045,0
S,B,S,D30897,K045,8.33
S,B,U,D30897,K045,0
S,B,P,D30897,K045,28.73
S,B,R,D30897,K045,4.04
S,B,A,D30897,K045,28.73
S,B,H,D30897,K045,13.65
S,B,D,D30897,K045,28.73
S,C,S,D30897,K045,6.25
S,C,U,D30897,K045,0
S,C,P,D30897,K045,21.55
S,C,R,D30897,K045,3.03
S,C,A,D30897,K045,21.55
S,C,H,D30897,K045,10.24
S,C,D,D30897,K045,21.55
S,D,A,D30897,K045,16.16
S,D,H,D30897,K045,7.68
S,D,D,D30897,K045,16.16
S,D,S,D30897,K045,4.69
S,D,U,D30897,K045,0
S,D,P,D30897,K045,16.16
S,D,R,D30897,K045,2.27
S,A,P,E56578,D570,9.47
S,A,R,E56578,D570,9.47
S,A,A,E56578,D570,9.47
S,A,H,E56578,D570,9.47
S,A,D,E56578,D570,9.47
S,A,S,E56578,D570,9.47
S,A,U,E56578,D570,9.47
S,B,S,E56578,D570,7.11
S,B,U,E56578,D570,7.11
S,B,P,E56578,D570,7.11
S,B,R,E56578,D570,7.11
S,B,A,E56578,D570,7.11
S,B,H,E56578,D570,7.11
S,B,D,E56578,D570,7.11
S,C,S,E56578,D570,5.33
S,C,U,E56578,D570,5.33
S,C,P,E56578,D570,5.33
S,C,R,E56578,D570,5.33
S,C,H,E56578,D570,5.33
S,C,A,E56578,D570,5.33
S,C,D,E56578,D570,5.33
S,D,A,E56578,D570,4
S,D,H,E56578,D570,4
S,D,D,E56578,D570,4
S,D,S,E56578,D570,4
S,D,U,E56578,D570,4
S,D,P,E56578,D570,4
S,D,R,E56578,D570,4
S,A,P,E56578,G815,0.89
S,A,R,E56578,G815,0.12
S,A,A,E56578,G815,0.89
S,A,H,E56578,G815,0.23
S,A,D,E56578,G815,0.89
S,A,S,E56578,G815,0.12
S,A,U,E56578,G815,0.12
S,B,S,E56578,G815,0.09
S,B,U,E56578,G815,0.09
S,B,P,E56578,G815,0.67
S,B,R,E56578,G815,0.09
S,B,H,E56578,G815,0.17
S,B,A,E56578,G815,0.67
S,B,D,E56578,G815,0.67
S,C,S,E56578,G815,0.07
S,C,U,E56578,G815,0.07
S,C,P,E56578,G815,0.5
S,C,R,E56578,G815,0.07
S,C,A,E56578,G815,0.5
S,C,D,E56578,G815,0.5
S,C,H,E56578,G815,0.13
S,D,A,E56578,G815,0.37
S,D,H,E56578,G815,0.09
S,D,D,E56578,G815,0.37
S,D,S,E56578,G815,0.05
S,D,U,E56578,G815,0.05
S,D,P,E56578,G815,0.37
S,D,R,E56578,G815,0.05
S,A,P,E56578,G826,0.89
S,A,R,E56578,G826,0.12
S,A,A,E56578,G826,0.89
S,A,H,E56578,G826,0.23
S,A,D,E56578,G826,0.89
S,A,S,E56578,G826,0.12
S,A,U,E56578,G826,0.12
S,B,S,E56578,G826,0.09
S,B,U,E56578,G826,0.09
S,B,P,E56578,G826,0.67
S,B,R,E56578,G826,0.09
S,B,A,E56578,G826,0.67
S,B,H,E56578,G826,0.17
S,B,D,E56578,G826,0.67
S,C,S,E56578,G826,0.07
S,C,U,E56578,G826,0.07
S,C,P,E56578,G826,0.5
S,C,R,E56578,G826,0.07
S,C,H,E56578,G826,0.13
S,C,A,E56578,G826,0.5
S,C,D,E56578,G826,0.5
S,D,A,E56578,G826,0.37
S,D,H,E56578,G826,0.09
S,D,D,E56578,G826,0.37
S,D,S,E56578,G826,0.05
S,D,U,E56578,G826,0.05
S,D,P,E56578,G826,0.37
S,D,R,E56578,G826,0.05
S,A,P,E56896,G815,0.86
S,A,R,E56896,G815,0.12
S,A,A,E56896,G815,0.86
S,A,H,E56896,G815,0.23
S,A,D,E56896,G815,0.86
S,A,S,E56896,G815,0.12
S,A,U,E56896,G815,0.12
S,B,S,E56896,G815,0.09
S,B,U,E56896,G815,0.09
S,B,P,E56896,G815,0.65
S,B,R,E56896,G815,0.09
S,B,H,E56896,G815,0.17
S,B,A,E56896,G815,0.65
S,B,D,E56896,G815,0.65
S,C,S,E56896,G815,0.07
S,C,U,E56896,G815,0.07
S,C,P,E56896,G815,0.48
S,C,H,E56896,G815,0.13
S,C,R,E56896,G815,0.07
S,C,A,E56896,G815,0.48
S,C,D,E56896,G815,0.48
S,D,A,E56896,G815,0.36
S,D,H,E56896,G815,0.09
S,D,D,E56896,G815,0.36
S,D,S,E56896,G815,0.05
S,D,U,E56896,G815,0.05
S,D,P,E56896,G815,0.36
S,D,R,E56896,G815,0.05
S,A,P,E56896,G826,0.86
S,A,R,E56896,G826,0.12
S,A,A,E56896,G826,0.86
S,A,H,E56896,G826,0.23
S,A,D,E56896,G826,0.86
S,A,S,E56896,G826,0.12
S,A,U,E56896,G826,0.12
S,B,S,E56896,G826,0.09
S,B,U,E56896,G826,0.09
S,B,P,E56896,G826,0.65
S,B,R,E56896,G826,0.09
S,B,A,E56896,G826,0.65
S,B,H,E56896,G826,0.17
S,B,D,E56896,G826,0.65
S,C,S,E56896,G826,0.07
S,C,U,E56896,G826,0.07
S,C,P,E56896,G826,0.48
S,C,H,E56896,G826,0.13
S,C,R,E56896,G826,0.07
S,C,A,E56896,G826,0.48
S,C,D,E56896,G826,0.48
S,D,A,E56896,G826,0.36
S,D,H,E56896,G826,0.09
S,D,D,E56896,G826,0.36
S,D,S,E56896,G826,0.05
S,D,U,E56896,G826,0.05
S,D,P,E56896,G826,0.36
S,D,R,E56896,G826,0.05
S,A,P,E56896,PV18,0.2
S,A,R,E56896,PV18,0
S,A,A,E56896,PV18,0.2
S,A,H,E56896,PV18,0.03
S,A,D,E56896,PV18,0.2
S,A,S,E56896,PV18,0.001667
S,A,U,E56896,PV18,0
S,B,S,E56896,PV18,0.001251
S,B,U,E56896,PV18,0
S,B,P,E56896,PV18,0.15
S,B,R,E56896,PV18,0
S,B,A,E56896,PV18,0.15
S,B,H,E56896,PV18,0.02
S,B,D,E56896,PV18,0.15
S,C,S,E56896,PV18,0.0009385
S,C,U,E56896,PV18,0
S,C,P,E56896,PV18,0.11
S,C,H,E56896,PV18,0.01
S,C,R,E56896,PV18,0
S,C,A,E56896,PV18,0.11
S,C,D,E56896,PV18,0.11
S,D,A,E56896,PV18,0.08
S,D,H,E56896,PV18,0.01
S,D,D,E56896,PV18,0.08
S,D,S,E56896,PV18,0.000704
S,D,U,E56896,PV18,0
S,D,P,E56896,PV18,0.08
S,D,R,E56896,PV18,0
S,A,P,F40307,A975,22.32
S,A,R,F40307,A975,8.7
S,A,A,F40307,A975,22.32
S,A,H,F40307,A975,14.77
S,A,D,F40307,A975,22.32
S,A,S,F40307,A975,11.35
S,A,U,F40307,A975,5.2
S,B,S,F40307,A975,8.52
S,B,U,F40307,A975,3.9
S,B,P,F40307,A975,16.75
S,B,R,F40307,A975,6.53
S,B,A,F40307,A975,16.75
S,B,H,F40307,A975,11.08
S,B,D,F40307,A975,16.75
S,C,S,F40307,A975,6.39
S,C,U,F40307,A975,2.93
S,C,P,F40307,A975,12.57
S,C,H,F40307,A975,8.31
S,C,R,F40307,A975,4.89
S,C,A,F40307,A975,12.57
S,C,D,F40307,A975,12.57
S,D,A,F40307,A975,9.43
S,D,H,F40307,A975,6.24
S,D,D,F40307,A975,9.43
S,D,S,F40307,A975,4.79
S,D,U,F40307,A975,2.19
S,D,P,F40307,A975,9.43
S,D,R,F40307,A975,3.67
S,A,P,F40307,A986,26.29
S,A,R,F40307,A986,12.65
S,A,A,F40307,A986,26.29
S,A,H,F40307,A986,21.3
S,A,D,F40307,A986,26.29
S,A,S,F40307,A986,17.03
S,A,U,F40307,A986,7.75
S,B,S,F40307,A986,12.78
S,B,U,F40307,A986,5.82
S,B,P,F40307,A986,19.72
S,B,R,F40307,A986,9.49
S,B,A,F40307,A986,19.72
S,B,H,F40307,A986,15.98
S,B,D,F40307,A986,19.72
S,C,S,F40307,A986,9.59
S,C,U,F40307,A986,4.36
S,C,P,F40307,A986,14.8
S,C,H,F40307,A986,11.99
S,C,R,F40307,A986,7.12
S,C,A,F40307,A986,14.8
S,C,D,F40307,A986,14.8
S,D,A,F40307,A986,11.1
S,D,H,F40307,A986,8.99
S,D,D,F40307,A986,11.1
S,D,S,F40307,A986,7.19
S,D,U,F40307,A986,3.27
S,D,P,F40307,A986,11.1
S,D,R,F40307,A986,5.34
S,A,P,F40307,G815,0.87
S,A,R,F40307,G815,0.12
S,A,A,F40307,G815,0.87
S,A,H,F40307,G815,0.23
S,A,D,F40307,G815,0.87
S,A,S,F40307,G815,0.12
S,A,U,F40307,G815,0.12
S,B,S,F40307,G815,0.09
S,B,U,F40307,G815,0.09
S,B,P,F40307,G815,0.65
S,B,R,F40307,G815,0.09
S,B,A,F40307,G815,0.65
S,B,H,F40307,G815,0.17
S,B,D,F40307,G815,0.65
S,C,S,F40307,G815,0.07
S,C,U,F40307,G815,0.07
S,C,P,F40307,G815,0.49
S,C,H,F40307,G815,0.13
S,C,R,F40307,G815,0.07
S,C,A,F40307,G815,0.49
S,C,D,F40307,G815,0.49
S,D,A,F40307,G815,0.36
S,D,H,F40307,G815,0.09
S,D,D,F40307,G815,0.36
S,D,S,F40307,G815,0.05
S,D,U,F40307,G815,0.05
S,D,P,F40307,G815,0.36
S,D,R,F40307,G815,0.05
S,A,P,F40307,G826,0.87
S,A,R,F40307,G826,0.12
S,A,A,F40307,G826,0.87
S,A,H,F40307,G826,0.23
S,A,D,F40307,G826,0.87
S,A,S,F40307,G826,0.12
S,A,U,F40307,G826,0.12
S,B,S,F40307,G826,0.09
S,B,U,F40307,G826,0.09
S,B,P,F40307,G826,0.65
S,B,R,F40307,G826,0.09
S,B,A,F40307,G826,0.65
S,B,H,F40307,G826,0.17
S,B,D,F40307,G826,0.65
S,C,S,F40307,G826,0.07
S,C,U,F40307,G826,0.07
S,C,P,F40307,G826,0.49
S,C,H,F40307,G826,0.13
S,C,R,F40307,G826,0.07
S,C,A,F40307,G826,0.49
S,C,D,F40307,G826,0.49
S,D,A,F40307,G826,0.36
S,D,H,F40307,G826,0.09
S,D,D,F40307,G826,0.36
S,D,S,F40307,G826,0.05
S,D,U,F40307,G826,0.05
S,D,P,F40307,G826,0.36
S,D,R,F40307,G826,0.05
S,A,P,F40307,PV18,0.2
S,A,R,F40307,PV18,0
S,A,A,F40307,PV18,0.2
S,A,H,F40307,PV18,0.03
S,A,D,F40307,PV18,0.2
S,A,S,F40307,PV18,0.001667
S,A,U,F40307,PV18,0
S,B,S,F40307,PV18,0.001251
S,B,U,F40307,PV18,0
S,B,P,F40307,PV18,0.15
S,B,R,F40307,PV18,0
S,B,A,F40307,PV18,0.15
S,B,H,F40307,PV18,0.02
S,B,D,F40307,PV18,0.15
S,C,S,F40307,PV18,0.0009385
S,C,U,F40307,PV18,0
S,C,P,F40307,PV18,0.11
S,C,H,F40307,PV18,0.01
S,C,R,F40307,PV18,0
S,C,A,F40307,PV18,0.11
S,C,D,F40307,PV18,0.11
S,D,A,F40307,PV18,0.08
S,D,H,F40307,PV18,0.01
S,D,D,F40307,PV18,0.08
S,D,S,F40307,PV18,0.000704
S,D,U,F40307,PV18,0
S,D,P,F40307,PV18,0.08
S,D,R,F40307,PV18,0
S,A,P,F40375,A975,22.32
S,A,R,F40375,A975,8.7
S,A,A,F40375,A975,22.32
S,A,H,F40375,A975,14.77
S,A,D,F40375,A975,22.32
S,A,S,F40375,A975,11.35
S,A,U,F40375,A975,5.2
S,B,S,F40375,A975,8.52
S,B,U,F40375,A975,3.9
S,B,P,F40375,A975,16.75
S,B,R,F40375,A975,6.53
S,B,A,F40375,A975,16.75
S,B,H,F40375,A975,11.08
S,B,D,F40375,A975,16.75
S,C,S,F40375,A975,6.39
S,C,U,F40375,A975,2.93
S,C,P,F40375,A975,12.57
S,C,H,F40375,A975,8.31
S,C,R,F40375,A975,4.89
S,C,A,F40375,A975,12.57
S,C,D,F40375,A975,12.57
S,D,A,F40375,A975,9.43
S,D,H,F40375,A975,6.24
S,D,D,F40375,A975,9.43
S,D,S,F40375,A975,4.79
S,D,U,F40375,A975,2.19
S,D,P,F40375,A975,9.43
S,D,R,F40375,A975,3.67
S,A,P,F40375,A986,26.29
S,A,R,F40375,A986,12.65
S,A,A,F40375,A986,26.29
S,A,H,F40375,A986,21.3
S,A,D,F40375,A986,26.29
S,A,S,F40375,A986,17.03
S,A,U,F40375,A986,7.75
S,B,S,F40375,A986,12.78
S,B,U,F40375,A986,5.82
S,B,P,F40375,A986,19.72
S,B,R,F40375,A986,9.49
S,B,A,F40375,A986,19.72
S,B,H,F40375,A986,15.98
S,B,D,F40375,A986,19.72
S,C,S,F40375,A986,9.59
S,C,U,F40375,A986,4.36
S,C,P,F40375,A986,14.8
S,C,H,F40375,A986,11.99
S,C,R,F40375,A986,7.12
S,C,A,F40375,A986,14.8
S,C,D,F40375,A986,14.8
S,D,A,F40375,A986,11.1
S,D,H,F40375,A986,8.99
S,D,D,F40375,A986,11.1
S,D,S,F40375,A986,7.19
S,D,U,F40375,A986,3.27
S,D,P,F40375,A986,11.1
S,D,R,F40375,A986,5.34
S,A,P,F40375,G815,0.87
S,A,R,F40375,G815,0.12
S,A,A,F40375,G815,0.87
S,A,H,F40375,G815,0.23
S,A,D,F40375,G815,0.87
S,A,S,F40375,G815,0.12
S,A,U,F40375,G815,0.12
S,B,S,F40375,G815,0.09
S,B,U,F40375,G815,0.09
S,B,P,F40375,G815,0.65
S,B,R,F40375,G815,0.09
S,B,A,F40375,G815,0.65
S,B,H,F40375,G815,0.17
S,B,D,F40375,G815,0.65
S,C,S,F40375,G815,0.07
S,C,U,F40375,G815,0.07
S,C,P,F40375,G815,0.49
S,C,H,F40375,G815,0.13
S,C,R,F40375,G815,0.07
S,C,A,F40375,G815,0.49
S,C,D,F40375,G815,0.49
S,D,A,F40375,G815,0.36
S,D,H,F40375,G815,0.09
S,D,D,F40375,G815,0.36
S,D,S,F40375,G815,0.05
S,D,U,F40375,G815,0.05
S,D,P,F40375,G815,0.36
S,D,R,F40375,G815,0.05
S,A,P,F40375,G826,0.87
S,A,R,F40375,G826,0.12
S,A,A,F40375,G826,0.87
S,A,H,F40375,G826,0.23
S,A,D,F40375,G826,0.87
S,A,S,F40375,G826,0.12
S,A,U,F40375,G826,0.12
S,B,S,F40375,G826,0.09
S,B,U,F40375,G826,0.09
S,B,P,F40375,G826,0.65
S,B,R,F40375,G826,0.09
S,B,A,F40375,G826,0.65
S,B,H,F40375,G826,0.17
S,B,D,F40375,G826,0.65
S,C,S,F40375,G826,0.07
S,C,U,F40375,G826,0.07
S,C,P,F40375,G826,0.49
S,C,H,F40375,G826,0.13
S,C,R,F40375,G826,0.07
S,C,A,F40375,G826,0.49
S,C,D,F40375,G826,0.49
S,D,A,F40375,G826,0.36
S,D,H,F40375,G826,0.09
S,D,D,F40375,G826,0.36
S,D,S,F40375,G826,0.05
S,D,U,F40375,G826,0.05
S,D,P,F40375,G826,0.36
S,D,R,F40375,G826,0.05
S,A,P,F40375,PV18,0.2
S,A,R,F40375,PV18,0
S,A,A,F40375,PV18,0.2
S,A,H,F40375,PV18,0.03
S,A,D,F40375,PV18,0.2
S,A,S,F40375,PV18,0.001667
S,A,U,F40375,PV18,0
S,B,S,F40375,PV18,0.001251
S,B,U,F40375,PV18,0
S,B,P,F40375,PV18,0.15
S,B,R,F40375,PV18,0
S,B,A,F40375,PV18,0.15
S,B,H,F40375,PV18,0.02
S,B,D,F40375,PV18,0.15
S,C,S,F40375,PV18,0.0009385
S,C,U,F40375,PV18,0
S,C,P,F40375,PV18,0.11
S,C,H,F40375,PV18,0.01
S,C,R,F40375,PV18,0
S,C,A,F40375,PV18,0.11
S,C,D,F40375,PV18,0.11
S,D,A,F40375,PV18,0.08
S,D,H,F40375,PV18,0.01
S,D,D,F40375,PV18,0.08
S,D,S,F40375,PV18,0.000704
S,D,U,F40375,PV18,0
S,D,P,F40375,PV18,0.08
S,D,R,F40375,PV18,0
S,A,P,F57713,PL90,0.26
S,A,R,F57713,PL90,0
S,A,A,F57713,PL90,0.26
S,A,H,F57713,PL90,0.08
S,A,D,F57713,PL90,0.26
S,A,S,F57713,PL90,0.002675
S,A,U,F57713,PL90,0
S,B,S,F57713,PL90,0.002007
S,B,U,F57713,PL90,0
S,B,P,F57713,PL90,0.2
S,B,R,F57713,PL90,0
S,B,A,F57713,PL90,0.2
S,B,H,F57713,PL90,0.06
S,B,D,F57713,PL90,0.2
S,C,S,F57713,PL90,0.001506
S,C,U,F57713,PL90,0
S,C,P,F57713,PL90,0.15
S,C,H,F57713,PL90,0.04
S,C,R,F57713,PL90,0
S,C,A,F57713,PL90,0.15
S,C,D,F57713,PL90,0.15
S,D,A,F57713,PL90,0.11
S,D,H,F57713,PL90,0.03
S,D,D,F57713,PL90,0.11
S,D,S,F57713,PL90,0.001129
S,D,U,F57713,PL90,0
S,D,P,F57713,PL90,0.11
S,D,R,F57713,PL90,0
S,A,P,F60462,A975,47.31
S,A,R,F60462,A975,9.68
S,A,A,F60462,A975,47.31
S,A,H,F60462,A975,28.47
S,A,D,F60462,A975,47.31
S,A,S,F60462,A975,19.41
S,A,U,F60462,A975,6.75
S,B,S,F60462,A975,14.56
S,B,U,F60462,A975,5.07
S,B,P,F60462,A975,35.5
S,B,R,F60462,A975,7.27
S,B,A,F60462,A975,35.5
S,B,H,F60462,A975,21.37
S,B,D,F60462,A975,35.5
S,C,S,F60462,A975,10.92
S,C,U,F60462,A975,3.8
S,C,P,F60462,A975,26.63
S,C,H,F60462,A975,16.03
S,C,R,F60462,A975,5.45
S,C,A,F60462,A975,26.63
S,C,D,F60462,A975,26.63
S,D,A,F60462,A975,19.98
S,D,H,F60462,A975,12.02
S,D,D,F60462,A975,19.98
S,D,S,F60462,A975,8.19
S,D,U,F60462,A975,2.85
S,D,P,F60462,A975,19.98
S,D,R,F60462,A975,4.09
S,A,P,F60462,A986,70.89
S,A,R,F60462,A986,14.33
S,A,A,F60462,A986,70.89
S,A,H,F60462,A986,40.66
S,A,D,F60462,A986,70.89
S,A,S,F60462,A986,29.11
S,A,U,F60462,A986,10.11
S,B,S,F60462,A986,21.85
S,B,U,F60462,A986,7.59
S,B,P,F60462,A986,53.2
S,B,R,F60462,A986,10.75
S,B,A,F60462,A986,53.2
S,B,H,F60462,A986,30.51
S,B,D,F60462,A986,53.2
S,C,S,F60462,A986,16.39
S,C,U,F60462,A986,5.69
S,C,P,F60462,A986,39.9
S,C,H,F60462,A986,22.89
S,C,R,F60462,A986,8.07
S,C,A,F60462,A986,39.9
S,C,D,F60462,A986,39.9
S,D,A,F60462,A986,29.93
S,D,H,F60462,A986,17.17
S,D,D,F60462,A986,29.93
S,D,S,F60462,A986,12.29
S,D,U,F60462,A986,4.27
S,D,P,F60462,A986,29.93
S,D,R,F60462,A986,6.05
S,A,P,F60462,G815,0.9
S,A,R,F60462,G815,0.12
S,A,A,F60462,G815,0.9
S,A,H,F60462,G815,0.23
S,A,D,F60462,G815,0.9
S,A,S,F60462,G815,0.12
S,A,U,F60462,G815,0.12
S,B,S,F60462,G815,0.09
S,B,U,F60462,G815,0.09
S,B,P,F60462,G815,0.67
S,B,R,F60462,G815,0.09
S,B,A,F60462,G815,0.67
S,B,H,F60462,G815,0.17
S,B,D,F60462,G815,0.67
S,C,S,F60462,G815,0.07
S,C,U,F60462,G815,0.07
S,C,P,F60462,G815,0.5
S,C,H,F60462,G815,0.13
S,C,R,F60462,G815,0.07
S,C,A,F60462,G815,0.5
S,C,D,F60462,G815,0.5
S,D,A,F60462,G815,0.38
S,D,H,F60462,G815,0.09
S,D,D,F60462,G815,0.38
S,D,S,F60462,G815,0.05
S,D,U,F60462,G815,0.05
S,D,P,F60462,G815,0.38
S,D,R,F60462,G815,0.05
S,A,P,F60462,G826,0.9
S,A,R,F60462,G826,0.12
S,A,A,F60462,G826,0.9
S,A,H,F60462,G826,0.23
S,A,D,F60462,G826,0.9
S,A,S,F60462,G826,0.12
S,A,U,F60462,G826,0.12
S,B,S,F60462,G826,0.09
S,B,U,F60462,G826,0.09
S,B,P,F60462,G826,0.67
S,B,R,F60462,G826,0.09
S,B,A,F60462,G826,0.67
S,B,H,F60462,G826,0.17
S,B,D,F60462,G826,0.67
S,C,S,F60462,G826,0.07
S,C,U,F60462,G826,0.07
S,C,P,F60462,G826,0.5
S,C,H,F60462,G826,0.13
S,C,R,F60462,G826,0.07
S,C,A,F60462,G826,0.5
S,C,D,F60462,G826,0.5
S,D,A,F60462,G826,0.38
S,D,H,F60462,G826,0.09
S,D,D,F60462,G826,0.38
S,D,S,F60462,G826,0.05
S,D,U,F60462,G826,0.05
S,D,P,F60462,G826,0.38
S,D,R,F60462,G826,0.05
S,A,P,F60462,PV18,0.82
S,A,R,F60462,PV18,0.04
S,A,A,F60462,PV18,0.82
S,A,H,F60462,PV18,0.42
S,A,D,F60462,PV18,0.82
S,A,S,F60462,PV18,0.25
S,A,U,F60462,PV18,0.03
S,B,S,F60462,PV18,0.19
S,B,U,F60462,PV18,0.02
S,B,P,F60462,PV18,0.61
S,B,R,F60462,PV18,0.03
S,B,A,F60462,PV18,0.61
S,B,H,F60462,PV18,0.32
S,B,D,F60462,PV18,0.61
S,C,S,F60462,PV18,0.14
S,C,U,F60462,PV18,0.01
S,C,P,F60462,PV18,0.46
S,C,H,F60462,PV18,0.24
S,C,R,F60462,PV18,0.02
S,C,A,F60462,PV18,0.46
S,C,D,F60462,PV18,0.46
S,D,A,F60462,PV18,0.34
S,D,H,F60462,PV18,0.18
S,D,D,F60462,PV18,0.34
S,D,S,F60462,PV18,0.1
S,D,U,F60462,PV18,0.01
S,D,P,F60462,PV18,0.34
S,D,R,F60462,PV18,0.01
S,A,P,F60530,A975,47.31
S,A,R,F60530,A975,9.68
S,A,A,F60530,A975,47.31
S,A,H,F60530,A975,28.47
S,A,D,F60530,A975,47.31
S,A,S,F60530,A975,19.41
S,A,U,F60530,A975,6.75
S,B,S,F60530,A975,14.56
S,B,U,F60530,A975,5.07
S,B,P,F60530,A975,35.5
S,B,R,F60530,A975,7.27
S,B,A,F60530,A975,35.5
S,B,H,F60530,A975,21.37
S,B,D,F60530,A975,35.5
S,C,S,F60530,A975,10.92
S,C,U,F60530,A975,3.8
S,C,P,F60530,A975,26.63
S,C,H,F60530,A975,16.03
S,C,R,F60530,A975,5.45
S,C,A,F60530,A975,26.63
S,C,D,F60530,A975,26.63
S,D,A,F60530,A975,19.98
S,D,H,F60530,A975,12.02
S,D,D,F60530,A975,19.98
S,D,S,F60530,A975,8.19
S,D,U,F60530,A975,2.85
S,D,P,F60530,A975,19.98
S,D,R,F60530,A975,4.09
S,A,P,F60530,A986,70.89
S,A,R,F60530,A986,14.33
S,A,A,F60530,A986,70.89
S,A,H,F60530,A986,40.66
S,A,D,F60530,A986,70.89
S,A,S,F60530,A986,29.11
S,A,U,F60530,A986,10.11
S,B,S,F60530,A986,21.85
S,B,U,F60530,A986,7.59
S,B,P,F60530,A986,53.2
S,B,R,F60530,A986,10.75
S,B,A,F60530,A986,53.2
S,B,H,F60530,A986,30.51
S,B,D,F60530,A986,53.2
S,C,S,F60530,A986,16.39
S,C,U,F60530,A986,5.69
S,C,P,F60530,A986,39.9
S,C,H,F60530,A986,22.89
S,C,R,F60530,A986,8.07
S,C,A,F60530,A986,39.9
S,C,D,F60530,A986,39.9
S,D,A,F60530,A986,29.93
S,D,H,F60530,A986,17.17
S,D,D,F60530,A986,29.93
S,D,S,F60530,A986,12.29
S,D,U,F60530,A986,4.27
S,D,P,F60530,A986,29.93
S,D,R,F60530,A986,6.05
S,A,P,F60530,G815,0.9
S,A,R,F60530,G815,0.12
S,A,A,F60530,G815,0.9
S,A,H,F60530,G815,0.23
S,A,D,F60530,G815,0.9
S,A,S,F60530,G815,0.12
S,A,U,F60530,G815,0.12
S,B,S,F60530,G815,0.09
S,B,U,F60530,G815,0.09
S,B,P,F60530,G815,0.67
S,B,R,F60530,G815,0.09
S,B,A,F60530,G815,0.67
S,B,H,F60530,G815,0.17
S,B,D,F60530,G815,0.67
S,C,S,F60530,G815,0.07
S,C,U,F60530,G815,0.07
S,C,P,F60530,G815,0.5
S,C,H,F60530,G815,0.13
S,C,R,F60530,G815,0.07
S,C,A,F60530,G815,0.5
S,C,D,F60530,G815,0.5
S,D,A,F60530,G815,0.38
S,D,H,F60530,G815,0.09
S,D,D,F60530,G815,0.38
S,D,S,F60530,G815,0.05
S,D,U,F60530,G815,0.05
S,D,P,F60530,G815,0.38
S,D,R,F60530,G815,0.05
S,A,P,F60530,G826,0.9
S,A,R,F60530,G826,0.12
S,A,A,F60530,G826,0.9
S,A,H,F60530,G826,0.23
S,A,D,F60530,G826,0.9
S,A,S,F60530,G826,0.12
S,A,U,F60530,G826,0.12
S,B,S,F60530,G826,0.09
S,B,U,F60530,G826,0.09
S,B,P,F60530,G826,0.67
S,B,R,F60530,G826,0.09
S,B,A,F60530,G826,0.67
S,B,H,F60530,G826,0.17
S,B,D,F60530,G826,0.67
S,C,S,F60530,G826,0.07
S,C,U,F60530,G826,0.07
S,C,P,F60530,G826,0.5
S,C,H,F60530,G826,0.13
S,C,R,F60530,G826,0.07
S,C,A,F60530,G826,0.5
S,C,D,F60530,G826,0.5
S,D,A,F60530,G826,0.38
S,D,H,F60530,G826,0.09
S,D,D,F60530,G826,0.38
S,D,S,F60530,G826,0.05
S,D,U,F60530,G826,0.05
S,D,P,F60530,G826,0.38
S,D,R,F60530,G826,0.05
S,A,P,F60530,PV18,0.82
S,A,R,F60530,PV18,0.04
S,A,A,F60530,PV18,0.82
S,A,H,F60530,PV18,0.42
S,A,D,F60530,PV18,0.82
S,A,S,F60530,PV18,0.25
S,A,U,F60530,PV18,0.03
S,B,S,F60530,PV18,0.19
S,B,U,F60530,PV18,0.02
S,B,P,F60530,PV18,0.61
S,B,R,F60530,PV18,0.03
S,B,A,F60530,PV18,0.61
S,B,H,F60530,PV18,0.32
S,B,D,F60530,PV18,0.61
S,C,S,F60530,PV18,0.14
S,C,U,F60530,PV18,0.01
S,C,P,F60530,PV18,0.46
S,C,H,F60530,PV18,0.24
S,C,R,F60530,PV18,0.02
S,C,A,F60530,PV18,0.46
S,C,D,F60530,PV18,0.46
S,D,A,F60530,PV18,0.34
S,D,H,F60530,PV18,0.18
S,D,D,F60530,PV18,0.34
S,D,S,F60530,PV18,0.1
S,D,U,F60530,PV18,0.01
S,D,P,F60530,PV18,0.34
S,D,R,F60530,PV18,0.01
S,A,P,G96547,A653,3.35
S,A,R,G96547,A653,0.88
S,A,A,G96547,A653,3.35
S,A,H,G96547,A653,1.29
S,A,D,G96547,A653,3.35
S,A,S,G96547,A653,1.17
S,A,U,G96547,A653,0.33
S,B,S,G96547,A653,0.87
S,B,U,G96547,A653,0.24
S,B,P,G96547,A653,2.51
S,B,R,G96547,A653,0.66
S,B,A,G96547,A653,2.51
S,B,H,G96547,A653,0.96
S,B,D,G96547,A653,2.51
S,C,S,G96547,A653,0.65
S,C,U,G96547,A653,0.18
S,C,P,G96547,A653,1.89
S,C,H,G96547,A653,0.72
S,C,R,G96547,A653,0.49
S,C,A,G96547,A653,1.89
S,C,D,G96547,A653,1.89
S,D,A,G96547,A653,1.41
S,D,H,G96547,A653,0.54
S,D,D,G96547,A653,1.41
S,D,S,G96547,A653,0.49
S,D,U,G96547,A653,0.13
S,D,P,G96547,A653,1.41
S,D,R,G96547,A653,0.37
S,A,P,H28647,B129,20.83
S,A,R,H28647,B129,8.02
S,A,A,H28647,B129,20.83
S,A,H,H28647,B129,15.99
S,A,D,H28647,B129,20.83
S,A,S,H28647,B129,12.99
S,A,U,H28647,B129,6.72
S,B,S,H28647,B129,9.75
S,B,U,H28647,B129,5.04
